Chr	Gene	Expression	Significance
5	Hn1	8.915879	NS
5	Pcnt	8.523562	NS
5	Grb2	9.0443945	NS
5	Mgat5b	9.221587	NS
5	Tk1	8.28077	NS
5	Socs3	9.33985	0.0506264
5	Eif4a3	8.3531475	NS
5	1810073N04Rik	8.971543	NS
5	Hgs	8.285402	NS
5	Aspscr1	8.6510515	NS
5	Tbcd	9.717677	NS
5	Rab10	9.022368	NS
5	Cenpo	8.569856	NS
5	Sdc1	9.008429	NS
5	Wdr35	8.2946205	NS
5	Nol10	8.820179	NS
5	Hpcal1	9.355351	NS
5	Cpsf3	8.303781	NS
5	Mboat2	9.786269	NS
5	Rps7	9.033423	0.05670336
5	Tssc1	9.092757	NS
5	Myt1l	8.554589	NS
5	Lamb1-1	8.93369	NS
5	Cog5	9.686501	NS
5	Prkar2b	8.5736475	NS
5	F730043M19Rik	8.636624	NS
5	Atxn7l1	8.438791	NS
5	Bzw2	8.882643	NS
5	Ifrd1	8.794416	NS
5	Nrcam	9.411511	NS
5	Nubpl	8.83605	NS
5	Npas3	10.963619	NS
5	Garnl1	8.546894	NS
5	Sec23a	8.285402	NS
5	Mgea6	8.535275	NS
5	RL36A_MOUSE	8.285402	0.007789752
5	9330151L19Rik	8.754888	0.06716666
5	Frmd6	8.344296	NS
5	Mnat1	8.603626	NS
5	Slc38a6	8.475734	NS
5	Syne2	9.6564245	NS
5	Tex21	8.60733	NS
5	Max	8.430452	NS
5	Wdr22	8.632996	NS
5	Ylpm1	8.647458	NS
5	1700019E19Rik	8.588715	NS
5	Ahsa1	8.748193	NS
5	Nrxn3	10.79604	NS
5	Ttc7b	9.808965	NS
5	0610010D24Rik	10.269127	0.09399096
5	Clmn	8.994353	NS
5	Glrx5	8.308339	NS
5	Setd3	8.714246	NS
5	Wdr20a	8.61471	NS
5	Cdca4	9.719389	0.028809829
5	Brf1	9.271463	0.09782137
5	BC016423	8.344296	NS
5	Net1	8.558421	NS
5	Klf6	8.6402445	0.092749596
5	Adarb2	9.957102	NS
5	Wdr37	9.047124	NS
5	Zmynd11	8.771489	NS
5	Lrrc16	9.754888	NS
5	Cdkal1	10.437753	NS
5	E2f3	9.556506	0.066667125
5	Wrnip1	8.566054	NS
5	Bphl	8.3706875	NS
5	F13a1	8.3966055	NS
5	Pak1ip1	8.523562	NS
5	Hivep1	8.503826	NS
5	Ranbp9	8.33539	NS
5	Aof1	8.84549	NS
5	Sfxn1	8.495855	NS
5	Thoc3	8.3966055	NS
5	Rnf44	9.891784	0.01207725
5	Zfp346	8.581201	NS
5	Nsd1	9.33985	0.07335668
5	Ddx41	8.326429	NS
5	Spock1	10.611947	NS
5	Golph2	8.9307375	NS
5	2010111I01Rik	10.72707	NS
5	Ptch1	9.695229	0.034649
5	Clptm1l	8.299208	NS
5	Ell2	8.400879	NS
5	AK129128	8.463524	NS
5	Msh3	8.804131	NS
5	Homer1	8.285402	NS
5	Jmy	8.686501	NS
5	Arsb	8.768185	NS
5	Rgnef	9.527477	NS
5	Mrps27	9.204572	NS
5	Mtap1b	9.3706875	NS
5	Ocln	8.84549	NS
5	Rgs7bp	8.413628	NS
5	Ipo11	9.287712	NS
5	Zswim6	9.579316	NS
5	Rab3c	8.879583	NS
5	Gpbp1	8.906891	NS
5	Map3k1	8.84235	NS
5	4930452B06Rik	9.199673	NS
5	Atxn7	8.33985	NS
5	Rarb	9.674191	NS
5	Kcnma1	10.82893	NS
5	D930049A15Rik	10.63934	NS
5	Arf4	8.61471	NS
5	Arhgef3	9.797662	NS
6	D14Abb1e	8.344296	NS
6	3110001K24Rik	8.28077	NS
6	Glud1	9.014021	NS
6	Gcap14	8.774787	NS
6	Fbxo34	8.539159	NS
6	Ktn1	8.554589	NS
6	Pnp	10.578373	0.010097639
6	Jub	9.463524	0.068912484
6	Zfhx2	9.681238	0.025260583
6	Wdr23	8.2946205	NS
6	Spata13	8.584963	NS
6	Sacs	9.041659	NS
6	Wdfy2	8.903882	NS
6	Tdh	9.315149	0.06734393
6	Xkr6	9.8902645	NS
6	Elp3	8.326429	NS
6	Scara5	8.603626	NS
6	Trim35	8.6402445	NS
6	Dpysl2	8.629356	NS
6	Bnip3l	8.3966055	NS
6	Ppp2r2a	8.751544	NS
6	Ebf2	9.290019	0.043665033
6	Rb1	9.038919	NS
6	Lrch1	8.303781	0.08066843
6	Tsc22d1	10.405142	0.017352518
6	Dgkh	9.497852	NS
6	Diap3	10.219169	NS
6	Dach1	8.426265	NS
6	Rbm26	8.717677	NS
6	Phgdhl1	9.477758	NS
6	Pcca	9.560332	NS
6	Fgf14	9.192293	NS
6	Ghr	8.682995	NS
6	Wdr70	9.415742	NS
6	Myo10	11.511258	0.018297931
6	1810015C04Rik	9.259744	NS
6	Dnahc5	8.84549	NS
6	Dap	8.491853	NS
6	5730557B15Rik	9.118941	NS
6	Edd1	9.58684	0.06430817
6	Dpys	9.098032	NS
6	Zfpm2	9.174926	NS
6	Ext1	10.628446	NS
6	Sqle	8.577429	NS
6	Nsmce2	9.794416	NS
6	Ddef1	10.257388	NS
6	Tg	9.0741415	NS
6	4930572J05Rik	8.438791	NS
6	Plec1	10.658212	0.09724528
6	Brp16	8.569856	0.08597876
6	Nfkbil2	8.361943	NS
6	Lrrc62	8.797662	0.09901616
6	Nol12	8.383704	NS
6	Baiap2l2	8.438791	NS
6	Pla2g6	8.851748	NS
6	Maff	8.988685	NS
6	4732495E13Rik	9.144658	NS
6	Nptxr	9.517669	NS
6	Rpl3	9.273796	0.07165125
6	Map3k7ip1	9.052568	NS
6	Mgat3	8.554589	NS
6	Slc25a17	8.3531475	NS
6	Tob2	8.906891	NS
6	Aco2	8.867279	NS
6	Poldip3	8.6510515	NS
6	Ttll12	8.361943	NS
6	Sult4a1	8.326429	NS
6	Atxn10	9.6510515	NS
6	Wnt7b	8.968667	0.07636357
6	Prickle1	9.324181	NS
6	Tmem16f	10.029287	NS
6	Slc38a1	9.946906	0.017500104
6	Slc38a4	9.46148	0.06677812
6	BC038822	10.221587	NS
6	Ccnt1	8.471676	NS
6	Arf3	8.550747	NS
6	Dhh	8.60733	NS
6	D330037H05Rik	8.622051	NS
6	Dip2b	9.840777	NS
6	Slc11a2	8.696967	NS
6	BC004728	8.357552	NS
6	Grasp	8.438791	NS
6	9430023L20Rik	8.321928	NS
6	Map3k12	8.636624	NS
6	Atp5g2	8.379378	NS
6	Cbx5	8.515699	NS
6	Hnrpa1	8.5961895	0.028843576
6	Crebbp	8.764872	NS
6	Adcy9	9.060696	NS
6	5730409G15Rik	8.430452	NS
6	4932416N17Rik	9.823367	NS
6	Litaf	8.714246	NS
6	C530044N13Rik	8.851748	NS
6	4921513D23Rik	8.894817	NS
6	0610037P05Rik	8.290019	NS
6	Prkdc	9.087462	NS
6	Top3b	8.519636	NS
6	Scarf2	8.894817	0.0728553
6	Dgcr8	8.891784	NS
6	Txnrd2	8.546894	NS
6	Ece2	9.6510515	NS
6	BC022623	8.4998455	NS
6	Ubxd7	8.727921	NS
6	Sema5b	10.098032	NS
6	Dirc2	8.48784	NS
6	Stxbp5l	8.285402	NS
6	Zbtb20	9.771489	NS
6	Atp6v1a	8.584963	NS
6	Sidt1	8.668885	NS
6	2610528E23Rik	9.550747	NS
X	Igsf4d	9.453271	NS
X	Nrip1	9.129283	NS
X	App	9.808965	NS
X	4931408A02Rik	9.060696	NS
X	Clic6	8.290019	NS
X	Kcnj6	9.799282	NS
X	Brwd1	8.682995	NS
X	Rbm16	8.290019	NS
X	Arid1b	10.1947565	NS
X	Sytl3	8.861087	NS
X	Agpat4	9.714246	NS
X	Map3k4	9.455327	NS
X	Tcp1	8.28077	NS
X	Sod2	8.413628	NS
X	Dact2	8.451211	NS
X	Abca3	8.317412	NS
X	Pkd1	8.784636	NS
X	Tsc2	8.405142	NS
X	Hn1l	8.588715	NS
X	Cacna1h	8.778077	NS
X	Stub1	8.603626	0.05567023
X	Rab40c	8.6510515	NS
X	Luc7l	8.592457	NS
X	Hmga1	8.738092	0.09250736
X	NUDT3_MOUSE	9.154819	0.08803281
X	D17Wsu92e	9.447083	0.09969255
X	F830021D11Rik	9.027905	NS
X	Tead3	8.308339	NS
X	Stk38	9.055282	NS
X	Sfrs3	9.211888	NS
X	Hsf2bp	8.546894	NS
X	2600005C20Rik	9.1649065	0.0840868
X	Ankrd47	9.236013	0.08670204
X	Slc39a7	8.3531475	NS
X	NP_038661.1	9.057992	0.041617606
X	Ppp1r10	8.455327	NS
X	Prr3	8.962895	NS
X	Trim39	8.83289	NS
X	Zfp57	8.686501	NS
X	Tnfrsf21	9.247928	NS
X	Dscr1l1	9.501837	NS
X	Xpo5	8.876517	NS
X	Q6PCN3_MOUSE	8.675957	NS
X	AI661453	8.804131	NS
X	Ccnd3	10.148477	0.029148092
X	Rftn1	9.312883	NS
X	Plcl2	8.778077	NS
X	Hdgfrp2	8.744834	NS
X	Dus3l	8.4346285	NS
X	Ppp4r1	8.379378	NS
X	1110012J17Rik	10.393391	0.026994098
X	Arhgap28	9.06609	NS
X	Wdr43	9.296916	0.06327873
X	Alk	10.759056	NS
X	Galnt14	9.266787	NS
X	Ttc27	8.945444	NS
X	Map4k3	9.7414665	NS
X	1700106N22Rik	10.3531475	NS
X	Prkce	10.865733	NS
X	Arhgap12	8.693487	NS
X	Lama3	9.53333	NS
X	Chst9	8.9307375	NS
X	Brunol4	10.748193	NS
X	Epb4.1l4a	10.821774	0.053742703
X	Apc	9.1369915	NS
X	2610024E20Rik	8.710806	NS
X	Hspa9	8.97728	0.09295453
X	Sil1	9.724514	NS
X	Pura	8.921841	NS
X	Fgf1	8.816983	NS
X	Ppp2r2b	9.982994	NS
X	Eif1ay	8.813782	0.09311012
X	Commd10	8.954196	NS
X	Hsd17b4	8.622051	NS
X	Sncaip	8.5736475	NS
X	Prdm6	8.738092	0.063779615
X	Zfp608	9.211888	NS
X	Rnuxa	8.471676	NS
X	Fbn2	8.761551	0.097497724
X	Tcof1	8.851748	NS
X	Csnk1a1	9.422065	0.057866845
X	Wdr7	9.440869	NS
X	Malt1	8.417852	NS
X	Impa2	9.28077	0.06852283
X	Tcf4	10.176173	NS
X	Myo5b	10.17742	NS
X	Zbtb7c	10.967226	NS
X	St8sia5	8.330916	0.072480686
X	Txnl4	9.0168085	NS
X	Pqlc1	9.071463	NS
X	Ctdp1	9.189825	NS
X	Nfatc1	8.820179	0.05448505
X	Atp9b	9.092757	NS
X	Sall3	8.405142	NS
X	Zfp516	9.126704	NS
X	Zfp407	9.727921	NS
X	1110014N23Rik	8.724514	NS
X	Sf1	8.78136	NS
Y	D930010J01Rik	10.369597	NS
Y	Rcor2	8.851748	NS
Y	Fads2	8.807355	NS
Y	Fen1	8.417852	NS
Y	Prpf19	8.5736475	NS
Y	Ccdc86	8.636624	NS
Y	Dtx4	8.3531475	NS
Y	Trpm3	10.711667	NS
Y	Mamdc2	8.754888	NS
Y	Apba1	9.776433	NS
Y	Pip5k1a	8.47978	NS
Y	Dock8	9.483816	NS
Y	Glis3	9.3663225	NS
Y	Pank1	9.134426	NS
Y	Tnks2	8.577429	NS
Y	Hhex-rs2	8.375039	NS
Y	Hells	8.48784	NS
Y	Sorbs1	8.820179	NS
Y	Mms19l	8.5622425	NS
Y	Avpi1	8.438791	NS
Y	Marveld1	8.285402	NS
Y	Got1	9.394463	0.056151044
Y	Scd2	9.400879	0.06768916
Y	Pax2	8.823367	0.025315352
Y	Mgea5	8.83605	NS
Y	Sufu	9.495855	NS
Y	BC063749	9.899357	NS
Y	Mxi1	10.221587	0.007876712
Y	Gucy2g	8.383704	NS
Y	Nhlrc2	8.84235	NS
Y	AU041783	9.036174	NS
Y	Tcfe3	8.7414665	0.09233516
Y	Hcfc1	8.471676	NS
Y	Ikbkg	8.569856	NS
Y	Dmd	9.724514	NS
	Huwe1	8.535275	NS
